Position (x),Intensity
-10.0,0.21922134361627094
-9.899497487437186,0.15297999594153458
-9.798994974874372,0.10818267729669206
-9.698492462311558,-0.07416811821213165
-9.597989949748744,0.05741279956480113
-9.49748743718593,-0.024542662782729957
-9.396984924623116,0.05277011740582526
-9.296482412060302,0.0070970886987190285
-9.195979899497488,0.1638186320563395
-9.095477386934673,0.16444077376626562
-8.99497487437186,0.22281655558846677
-8.894472361809045,0.2837220919488588
-8.793969849246231,0.3880237773002166
-8.693467336683417,0.5398882017785969
-8.592964824120603,0.6341800568920285
-8.492462311557789,0.7125552916263103
-8.391959798994975,0.9107916228121441
-8.291457286432161,0.8873014837842637
-8.190954773869347,0.9622909751240435
-8.090452261306533,1.0991946146267173
-7.989949748743719,1.058532579670704
-7.889447236180905,0.9397931440215828
-7.788944723618091,0.9025144491119095
-7.688442211055277,0.8669901328670906
-7.5879396984924625,0.6579593703598114
-7.4874371859296485,0.5910052827197418
-7.386934673366834,0.5140857032292765
-7.28643216080402,0.3536325578110815
-7.185929648241206,0.25038001565177337
-7.085427135678392,0.13037341883683357
-6.984924623115578,0.03933396008250169
-6.884422110552764,-0.0047178647847374005
-6.78391959798995,-0.09221499243947759
-6.683417085427136,-0.00682452430714791
-6.582914572864322,0.13431902252546712
-6.482412060301508,0.22271308358863082
-6.381909547738694,0.33690110691435066
-6.28140703517588,0.5291166616018592
-6.180904522613066,0.7690700751643037
-6.080402010050252,0.8288049880321214
-5.979899497487437,0.8126605262665593
-5.879396984924623,1.0048283799564608
-5.7788944723618085,0.9923610918555325
-5.6783919597989945,0.9897261238301143
-5.57788944723618,0.8930551432023944
-5.477386934673366,0.7925870250765767
-5.376884422110552,0.6720565501930383
-5.276381909547738,0.41190689159358984
-5.175879396984924,0.32724686560819116
-5.07537688442211,0.08444746917828369
-4.974874371859296,0.060433416890519086
-4.874371859296482,-0.019541289082332332
-4.773869346733668,-0.028091490030853074
-4.673366834170854,0.08212780919645632
-4.57286432160804,0.21225500145084572
-4.472361809045226,0.33846240635568225
-4.371859296482412,0.5986334041005484
-4.271356783919598,0.7748110358942039
-4.1708542713567835,1.00976019556915
-4.0703517587939695,1.020993967332148
-3.9698492462311554,0.9522168914984986
-3.8693467336683414,0.8417612928283225
-3.7688442211055273,0.7454991512931721
-3.6683417085427132,0.49388097795129465
-3.567839195979899,0.24253914331336135
-3.467336683417085,0.06353709571023423
-3.366834170854271,-0.0056168108832039786
-3.266331658291457,0.045632723802419464
-3.165829145728643,0.09545015832511908
-3.065326633165829,0.2351468849467383
-2.964824120603015,0.46481275320447346
-2.8643216080402008,0.6651230982768271
-2.7638190954773867,0.8497372131094995
-2.6633165829145726,0.9919347027744372
-2.5628140703517586,1.0035735907235213
-2.4623115577889445,1.0102793301857609
-2.3618090452261304,0.7906464623569772
-2.2613065326633164,0.5559946580807231
-2.1608040201005023,0.35819651295495153
-2.0603015075376883,0.16049442875918257
-1.9597989949748733,0.10253158536334375
-1.8592964824120592,-0.0068658150959646225
-1.7587939698492452,0.13594281121453983
-1.6582914572864311,0.40456947287898815
-1.557788944723617,0.5598443374458109
-1.457286432160803,0.8418468523748357
-1.356783919597989,0.985662253698627
-1.2562814070351749,1.0143955265960058
-1.1557788944723608,0.8860753050833985
-1.0552763819095468,0.7605277668736242
-0.9547738693467327,0.5203582818413297
-0.8542713567839186,0.3700835536665367
-0.7537688442211046,0.15405996321233215
-0.6532663316582905,-0.07862673813175375
-0.5527638190954764,0.0600233818513554
-0.4522613065326624,0.15467583339214874
-0.3517587939698483,0.3959056847185344
-0.25125628140703427,0.5919269394859813
-0.1507537688442202,0.8577039746033839
-0.05025125628140614,1.0373595949733554
0.05025125628140792,1.008262537380701
0.15075376884422198,0.7828788386851806
0.25125628140703604,0.6627331100064141
0.3517587939698501,0.3532290270908446
0.45226130653266416,0.24706286985028303
0.5527638190954782,0.050014395340813325
0.6532663316582923,-0.00796394577718131
0.7537688442211063,0.019364393747496184
0.8542713567839204,0.2768230865912488
0.9547738693467345,0.5129650005935242
1.0552763819095485,0.7450221811383431
1.1557788944723626,0.9677819973729959
1.2562814070351767,1.0687808256398208
1.3567839195979907,0.8945710924494339
1.4572864321608048,0.7986421129372999
1.5577889447236188,0.5526435249103707
1.658291457286433,0.31296642866545066
1.758793969849247,0.10328479374895669
1.859296482412061,-0.0401817294303743
1.959798994974875,-0.032602095001661106
2.060301507537689,0.08824692740842394
2.160804020100503,0.2980232319040254
2.2613065326633173,0.5391520724935085
2.3618090452261313,0.702606780067099
2.4623115577889454,0.9052274913982004
2.5628140703517595,0.9818852219358871
2.6633165829145735,0.9668947086323464
2.7638190954773876,0.8190493890322056
2.8643216080402016,0.6462758703093745
2.9648241206030157,0.4533460581254036
3.0653266331658298,0.2355384155454489
3.165829145728644,0.0027129050408561534
3.266331658291458,0.05646714752005988
3.366834170854272,0.04202929990319075
3.467336683417086,0.18842781548071047
3.5678391959799,0.2532513275967936
3.668341708542714,0.493877632990005
3.768844221105528,0.6792127791796525
3.8693467336683423,0.825467907060808
3.9698492462311563,0.9953645238738927
4.07035175879397,1.0337354328158685
4.170854271356784,1.0169773500434278
4.2713567839195985,0.7989557372602624
4.371859296482413,0.6104938260848602
4.472361809045227,0.40329301179016835
4.572864321608041,0.22591361111080427
4.673366834170855,0.05753897825237722
4.773869346733669,0.01836567479410544
4.874371859296483,-0.11083765847719802
4.974874371859297,-0.018073379418342
5.075376884422111,0.14598142398100833
5.175879396984925,0.2882995107819756
5.276381909547739,0.49589494423662334
5.376884422110553,0.6126289431385763
5.477386934673367,0.8009111870624914
5.577889447236181,0.8265635426848053
5.678391959798995,0.9755478245293627
5.778894472361809,0.9651489228359101
5.8793969849246235,1.0013327482658958
5.9798994974874375,0.9142676448468772
6.080402010050253,0.7673937175113539
6.180904522613066,0.759529401392218
6.2814070351758815,0.49510750270481807
6.381909547738694,0.33267620509800483
6.48241206030151,0.344182233993774
6.582914572864322,0.08373819591888916
6.683417085427138,0.06054686156362418
6.78391959798995,-0.030421894856488274
6.884422110552766,0.02042373031390604
6.984924623115578,0.13654349995460885
7.085427135678394,0.13050277094905316
7.185929648241206,0.22124922405844882
7.286432160804022,0.3673724040100954
7.386934673366834,0.45563286604499625
7.48743718592965,0.6314735836226404
7.5879396984924625,0.7281580748582388
7.688442211055278,0.8309364226011832
7.788944723618091,0.8341085013839576
7.8894472361809065,0.9629543399302666
7.989949748743719,1.0648606688108824
8.090452261306535,1.022794176866156
8.190954773869347,0.9366499510320456
8.291457286432163,0.905097224163446
8.391959798994975,0.8408613461804618
8.49246231155779,0.7384016645137255
8.592964824120603,0.6659729866214728
8.693467336683419,0.43715126454515735
8.793969849246231,0.32490913826888107
8.894472361809047,0.294591619268967
8.99497487437186,0.2003337053340276
9.095477386934675,0.07543576345048073
9.195979899497488,0.062070776080428734
9.296482412060303,-0.00981794358698954
9.396984924623116,0.11121551277349859
9.497487437185931,0.05033813304696959
9.597989949748744,-0.06016088485917789
9.69849246231156,0.029158834871389858
9.798994974874372,0.10407520482791412
9.899497487437188,0.15826340346025752
10.0,0.32205854599617867
